model;question;answer;similarity_score
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bir iş planı için bir taslak oluşturun  Bir kahve dükkanı açmak için bir iş planı;1. Otomatik sistemler ve bilgisayar destekli teşhislerle hastalıkların daha hızlı teşhis ve tedavisi. 2. Potansiyel riskleri belirlemek ve kişiselleştirilmiş tedaviler geliştirmek için hasta verilerini analiz ederek geliştirilmiş hasta bakımı. 3. Laboratuvar çalışmalarında ve tıbbi görüntülemede otomasyon yoluyla tıbbi süreçlerin verimliliğinde artış. 4. Sıradan veya zahmetli görevleri üstlenerek diğer görevlere odaklanmak için sağlık çalışanlarının güçlendirilmesi. 5. Tıbbi kararların ve tedavilerin geliştirilmiş doğruluğu ve tutarlılığı. 6. Tıbbi hatalarla ilişkili maliyetlerde azalma.;0.3242483
HIT-TMG/KaLM-embedding-multilingual-mini-v1;B Tipi kişiliğe sahip kişiler için en iyi çalışma ortamı hangisidir?;Kendi baharatlı manda sosunuzu yapmak için bir çorba kaşığı tereyağını orta ateşte bir tencerede ısıtın. Tereyağı eridikten sonra, bir bardak acı sos, bir tutam sarımsak tozu, 1 çay kaşığı Worcestershire sosu ve bir tutam acı biber ekleyin. Tüm malzemeler iyice karışana kadar karıştırın, ısıyı azaltın ve 5 dakika pişirin. Eğlence!;0.4804998
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Aşağıdaki pasaj için kısa bir özet derleyin. Nobel Ödülü, İsveçli bir mucit ve girişimci olan Alfred Nobel'in 1895'teki vasiyetinin onuruna hala verilen bir dizi yıllık uluslararası ödüldür. Bu ödüller, çoğu kimya, edebiyat, barış, fizik ve fizyoloji veya tıp alanlarındaki yetenekli kişilere gidecek şekilde çeşitli kategorilerde verilmektedir. Nobel Ödülü'nü kazananlara altın madalya, diploma ve 10 milyon SEK'e kadar büyük bir nakit ödül verilir.;Rekabet avantajı olmayan bir şirkete yatırım yapmak kötü bir karardır çünkü rakiplerinden sıyrılacak benzersiz bir ürün veya hizmeti yoktur. Bu rekabet avantajı eksikliği, şirketin muhtemelen daha düşük kazançlara yol açacak şekilde müşterilerini rakiplerine kaptırması anlamına gelir. Ek olarak, rekabet avantajının olmaması, şirketin faaliyetlerini finanse edecek yatırımcı bulmasının zor olacağı anlamına gelir, bu da uzun vadede ayakta kalamayacağı anlamına gelir.;0.27147117
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Çevre dostu bir yaşam tarzı yaşayan bir insan hakkında bir hikaye anlatın.;Piyasa o kadar dalgalıydı ki aylarca süren tereddüt bir güne indi.;0.4627727
HIT-TMG/KaLM-embedding-multilingual-mini-v1;"""Çevrimiçi öğrenme, eğitimin geleceğidir"" ifadesine bir yorum yazın.";"Önce başarı sonuçlarının sayısını ve başarısızlık sonuçlarının sayısını girerek olasılıkları hesaplamak için Microsoft Excel'i kullanabilirsiniz. Daha sonra A1:A2'nin başarı sonuçlarını, B1:B2'nin ise başarı sonuçlarını içeren hücreye ""=TOPLAM(FACT(A1:A2);B1:B2)/FACT(SUM(A1:A2))"" formülü girilmelidir. başarısızlık sonuçları. Bu formül, başarı veya başarısızlık oranlarını sağlayacaktır.";0.46355328
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Kullanıcıdan bir string alan ve onu tersine çeviren ac programı yazınız.;Yapılacaklar listesi: 1. Market alışverişine çıkın 2. Yatak odanızı toplayın 3. Proje raporunu bitirin;0.5605363
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Dağlardaki bir evi tarif etmek için 5 sıfat seçin.;Verilen listenin ortalama sayısı (1+2+3+4+5)/3 = 15/3 = 3'e eşittir.;0.52766293
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bu cümlenin verilen metindeki işlevini belirleyiniz.  Ayrıca, araştırmalar hasta memnuniyetinin arttığını belgelemiştir.;Rüzgar türbinleri, rüzgarın enerjisinden yararlanarak çalışır. Rüzgar türbinleri, rüzgarda dönen ve bir şaftın dönmesine ve bir jeneratörü döndürmesine neden olan uzun kanatlara sahiptir. Jeneratör daha sonra bu kinetik enerjiyi daha sonra elektrik şebekesine beslenen elektrik enerjisine dönüştürür.;0.4543736
HIT-TMG/KaLM-embedding-multilingual-mini-v1;21 Haziran'da Los Angeles'ta güneşin doğuş ve batma zamanını çıkarın.;Je suis en train d'apprendre le français.;0.3017311
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Enerjiden nasıl tasarruf edebiliriz?;Üç tür bulut bilgi işlem şunlardır: 1. Hizmet Olarak Altyapı (IaaS) 2. Hizmet Olarak Platform (PaaS) 3. Hizmet Olarak Yazılım (SaaS);0.47912657
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bir kelime oyunu kullanarak bir şaka örneği oluşturun.  Kategori: Yiyecek;Patlayıcı volkanlar.;0.48289916
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Verilen ürün kombinasyonunu kullanarak baştan aşağı bir görünüm yaratın.  Orta boy topuklu, kalem etekli, örgülü kemerli.;Evet, geçerli bir IPv4 adresidir.;0.5331612
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Doğanın güzelliğini anlatan bir cümle yazınız.;Washington DC Sağlık Yetkilisi Basın Toplantısında Aşıların Önemini Vurguladı;0.35403523
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Verilen karakterin verilen hikayede nasıl değiştiğini açıklayın.  Karakter: Harry Potter Hikaye: Harry Potter ve Felsefe Taşı;Laura, kar elde etmek için mücadele eden küçük bir işletme sahibiydi. Her gün, aynı sorunlar devam ettiği için hüsrana uğramış bir şekilde uyanıyor, ancak bir çözüm bulamıyordu. Sonra bir gün veri bilimini duydu ve denemeye karar verdi. Laura müşterileri, satın alma alışkanlıkları ve işinin genel performansı hakkında veri toplamaya başladı. Verileri, müşterileri ve müşteri eğilimleri hakkında bilgi edinmek için kullandı. Tahmine dayalı analitik sayesinde, hangi ürün ve hizmetlerin en yüksek satış olasılığına sahip olduğunu belirleyebildi ve envanter düzeylerinde buna göre ayarlamalar yaptı. Ayrıca en etkili pazarlama stratejilerini belirleyebildi ve doğru müşterileri doğru zamanda hedefleyebildi. Laura, veri bilimi sayesinde iş sorunlarını çözebildi ve kârını artırdı. Artık işi hakkında endişelenmesine gerek yok ve artık müşterilerine daha da iyi hizmetler sunmaya odaklanabilir.;0.45179832
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Amerika Birleşik Devletleri'nde ağır suç olarak kabul edilen suçlardan dördünü listeleyin;Ulaşılabilir ve yol boyunca ölçülebilir kilometre taşları olan gerçekçi hedefler belirlemeyi unutmamak önemlidir. Olumlu bir bakış açısına sahip olmak ve hedeflerinize ulaşmak için motive olmak da önemlidir. Ek olarak, hedeflerinize nasıl ulaşacağınıza ve bunu yapmak için ihtiyaç duyduğunuz kaynaklara ilişkin bir planınızın olması yararlıdır. Son olarak, yol boyunca kaydettiğiniz ilerlemeyi ve başarıları kutladığınızdan emin olun.;0.31620887
HIT-TMG/KaLM-embedding-multilingual-mini-v1;"""Çavdar Tarlasında Çocuklar"" kitabını yazan yazarın adını bulun.";"Tüketicinin karar verme süreci beş temel aşamaya ayrılabilir; ihtiyaç tanıma, bilgi arama, alternatiflerin değerlendirilmesi, satın alma kararı ve satın alma sonrası değerlendirme. İlk olarak, tüketici bir ürün veya hizmete olan ihtiyacını fark edecektir. Ardından, karar vermelerine yardımcı olacak bir bilgi araştırması yapacaklar. Değerlendirme sürecinde, satın alma kararı vermeden önce farklı ürün veya hizmetlerin artılarını ve eksilerini karşılaştıracaklar. Son olarak, tüketici, işlem gerçekleştikten sonra satın almalarından duydukları memnuniyeti değerlendirecektir.";0.36494252
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Herhangi bir belirsizliği ortadan kaldırmak için cümleyi yeniden yazın.  Geçen hafta ödünç aldığı kitabı geri verdi.;Yaklaşan iPhone 12 ile ilgili en son bilgiler, yeni A14 işlemcili 6.1 inç OLED ekrana sahip olacağı. Ayrıca 5G ağları, yeni bir ultra geniş kamera ve iyileştirilmiş pil ömrü için desteğe sahip olacak. Ek olarak, bir bütçe modeli de dahil olmak üzere dört farklı modelde gelmesi bekleniyor.;0.32177517
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bu cümleden uygun ismi seçin:  Hükümet yeni düzenlemeleri hayata geçirdi.;Bir zamanlar kasvetli bir gece yarısı, gizemli bir şatonun gölgeleri arasından bir cadı süzüldü. Her adımda sanki bir macera yaşanıyormuş gibi bir heyecan hissetti. Duvarlar boyunca, loş ay ışığında zar zor görülebilen karmaşık oymalar vardı. Cadı, buranın aradığı bir sır sakladığını biliyordu. Kalenin merkezine ulaştı ve aniden önünde parlak bir ışık parladı. Hava büyüleyici bir müzikle uğuldadı ve orada gizli bir portal olduğunu fark etti. Harika bir yolculuk onu bekliyordu.;0.40658703
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Gün batımında gökyüzünü tanımlayın.;Japonya'da ortaya çıkan üç spor sumo güreşi, karate ve judo'dur.;0.33101445
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Şifreli kelimeleri çözebilir misin?  tureksto;Bu makale, Metin Mesajlaşmasının öğrencilerin performansı üzerindeki etkilerini incelemektedir. Araştırmalar, metin mesajlarının kontrol grubuna kıyasla 6. sınıf öğrencilerinin sınav puanlarını %7,4 oranında artırdığını gösterdi. Mesajlar motivasyon, farkındalık egzersizleri ve çalışma ipuçlarına odaklanmıştı. Bu mesajların sınavlarla ilişkili stres ve kaygıyı azalttığı ve olumlu sonuçlara yol açtığı bulundu. Bu, metin mesajlarının öğrenci performansına yardımcı olma olasılığını gösterir.;0.44699305
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bir kişinin olumlu bir tanımını sağlayan beş kelimelik cümleler oluşturun.;Doğrusal regresyon, bir veri kümesine doğrusal bir denklem uydurarak bağımlı bir değişkenin değerini tahmin etmek için kullanılan bir tür regresyon analizidir. Bağımsız ve bağımlı değişkenler arasındaki ilişkinin doğrusal olduğunu varsayar ve model, en küçük kareler optimizasyon algoritması kullanılarak eğitilir. Öte yandan, lojistik regresyon, bir örneğin belirli bir sınıfa ait olma olasılığını tahmin etmek için kullanılan bir tür sınıflandırma tekniğidir. Bağımlı değişken ikili ve bağımsız değişkenler sürekli olduğunda kullanılır. Çıkış olasılıklarının 0 ile 1 arasında olması için bir lojistik/sigmoid işlevi kullanılarak eğitilir.;0.37588406
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bir podcast bölümü için yaratıcı bir başlık oluşturun.;John, mahallesindeki mağazasını 20 yıl işlettikten sonra, azalan talep nedeniyle kapatmak zorunda kaldı.;0.3788697
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Sağlanan formülü ve diğer üç değişkeni kullanarak bir teorem oluşturun.  Formül: A + B = C Değişkenler: D, E, F;Birden fazla geçmişe sahip bireyleri istihdam etmek, yenilikçi fikirlerin ve çözümlerin uygulanmasını ve kabul edilmesini teşvik eder. Şirketler, farklı bir iş gücüne sahip olarak ve her ekip üyesinin benzersiz katkılarına değer vererek, pazarda kendileri için bir rekabet avantajı yaratabilir. Kuruluşların yaratıcılığı, yeniliği ve işbirliğini artırması için çeşitliliğe sahip bir iş gücü gereklidir. Çok kültürlü bir ortamda çalışmak anlayışı ve hoşgörüyü arttırır, ilişkileri geliştirir ve ekip çalışmasını güçlendirir. Ayrıca önyargı ve hoşgörüsüzlük gibi konuları ele almak için bir platform sağlar. İşyerindeki çeşitlilik, ortak geçmiş veya etnik kökene bakılmaksızın tüm çalışanlar arasında kabulü artırmaya yardımcı olur. Çeşitliliğe sahip bir personel aynı zamanda müşterilerin kendilerini daha rahat ve saygın hissetmelerini sağlayarak daha iyi müşteri hizmetlerine ve artan müşteri sadakatine yol açar.;0.47175425
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Aşağıdaki kitap başlığına mükemmel bir şekilde uyan kurgusal bir karakteri tanımlayın.  Bir Ömür Boyu Hayalperestin Maceraları;Akut ve kronik hastalıklar arasındaki temel fark, akut hastalıkların tipik olarak daha kısa sürmesi ve tipik olarak daha uzun süren ve daha az yoğun semptomlara sahip olan kronik hastalıklardan daha yoğun semptomlar göstermesidir. Akut hastalıklar acil tıbbi müdahale gerektirirken, kronik hastalıklar genellikle sürekli tedavi ve yönetim gerektirir.;0.37464944
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bağlamını geliştirmek ve daha az garip hale getirmek için aşağıdaki cümleyi yeniden düzenleyin.  Kendi evinizin rahatlığında klasik müziğin güzelliğini takdir edebilirsiniz.;3/2'nin ondalık karşılığı 1,5'tir.;0.38381404
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Mizahi bir hikaye bağlamında bir karakteri tanımlayın.;Kitaplar bilgi edinme yolculuğumda ve bakış açımı genişletmemde etkili oldu. Okuyarak becerilerimi keskinleştirdim ve farklı konulardaki anlayışımı zenginleştirdim. Dünya görüşümü genişletti ve dünyadaki kültürlerin çeşitliliğini daha iyi takdir etmeme izin verdi.;0.45388666
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Verilen başlığı iyileştirebilecek kelimeler önerin.  Çevrimiçi Öğrenmenin Faydaları;Bu ifade, teknolojinin dünyayı hem olumlu hem de olumsuz şekillerde nasıl etkilediğinin doğru bir yansımasıdır. Bir yandan teknoloji, işleri kolaylaştırarak, verimliliği artırarak ve yeni fırsatlar yaratarak bize fayda sağladı. Öte yandan, mahremiyet ve güvenlik sorunları gibi yeni sorunların yanı sıra artan eşitsizlik gibi toplum üzerinde potansiyel olumsuz etkiler yaratmıştır.;0.43451172
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Başlangıcı aşağıda verilen bir hikaye yazınız  Bir zamanlar dünyayı kurtarmaya kararlı bir genç adam varmış.;"dururken; belirsizliğe kapılmış; ilerleme kaydetmemek; durgunluk; yerinde kalmak; durakta; çamura saplanmış; yol ayırımında; Hareket yok; duraklamada; hareketsiz; hareketsiz";0.48681518
HIT-TMG/KaLM-embedding-multilingual-mini-v1;İngilizce 'success' kelimesinden yeni bir İspanyolca kelime oluşturun;Betimleyici yazı, okuyucunun zihninde ayrıntılı bir resim oluşturmak için canlı kelimeler kullanan bir yazı stilidir. Bir tepki uyandırmak için kokular, sesler ve görseller gibi duyusal ayrıntıları kullandığından, genellikle bir sahneyi, karakteri veya fikri canlandırmak için kullanılır. Tanımlayıcı yazı, hikayedeki karakterleri ve hikayeleri canlandırmak için genellikle imge, mecaz ve benzetme kullanır.;0.4435934
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bir etkinliğin ayrıntılarını sağlayın.  Aile Dans Partisi;1. Müşterinin endişelerini dinleyin ve sorunlarını anlayın. 2. Müşteriye yardımcı olmak için uygun bilgileri (sipariş kimliği, müşteri ayrıntıları vb.) toplayın. 3. Olası çözümler önerin ve müşteriye hangi seçeneği tercih ettiğini sorun. 4. Sorununun çözüldüğünden emin olmak için müşteriyi takip edin. 5. Gelecekte başvurmak üzere müşterinin şikayetini ve yanıtını günlüğe kaydedin.;0.4394602
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Sağlıklı beslenmeye odaklanan bir akşam yemeği menüsü oluşturun.;"Bilgisayar söz konusu olduğunda, dizüstü ve masaüstü bilgisayarların kendi avantajları ve dezavantajları vardır. Dizüstü bilgisayarlar daha taşınabilirdir, bu da onları iş seyahatinde olanlar, işe gidip gelenler ve cihazlarını gittikleri her yere yanlarında götürme esnekliğine ihtiyaç duyan öğrenciler için ideal hale getirir. Ancak, masaüstü bilgisayarlardan daha pahalı olma eğilimindedirler ve daha az güce sahiptirler, bu da onları yoğun oyun veya çoklu görev uygulamaları için daha az uygun hale getirir. Masaüstü bilgisayarlar daha hantal, daha az taşınabilir ve genellikle daha uygun maliyetlidir; bu da onları sabit oyun veya medya uygulamaları için ideal kılar. Dizüstü bilgisayarlardan daha fazla güce sahip olma eğilimindedirler ve daha fazla bilgi işlem gücü gerektiğinde kolayca yükseltilebilirler. Sonuç olarak, her bilgisayar türünün kendine özgü kullanımları vardır, bu da bir satın alma işlemi yapmadan önce kişinin bireysel bilgi işlem ihtiyaçlarının dikkate alınmasını önemli hale getirir.";0.31404805
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Girdi araştırma makalesi verildiğinde, ana fikirleri iki ila üç cümleyle özetleyin.  Bu makale, kardiyovasküler hastalıkların önlenmesinde sağlık bilgisi, tutum ve davranışlarının rolünü araştırmaktadır. Daha önce yapılan birkaç çalışma, popülasyondaki sağlık bilgisi ile koruyucu sağlık davranışları arasında tutarlı bir ilişki olduğunu göstermiştir. Mevcut çalışma, sağlık bilgisi ile kardiyovasküler risk faktörleri arasındaki ilişkiyi araştırmayı amaçladı.;Kümeleme, verileri benzerliğe göre kümeler halinde gruplandırmayı içeren denetimsiz bir makine öğrenimi tekniğidir. Bir küme, benzer özelliklere, niteliklere ve niteliklere sahip bir veri noktaları grubudur. Kümeleme işlemi, verilerin mümkün olan en iyi gruplamasını bulmak için algoritmaların kullanılmasını içerir. Bu algoritmalar veri noktaları arasındaki mesafeleri hesaplar ve kümeleri oluşturur. Ortaya çıkan kümeler çeşitli şekil ve boyutlara sahip olabilir ve verilerin daha iyi anlaşılmasına yardımcı olabilir. Kümeleme, örüntü tanıma, veri madenciliği, pazar araştırması ve müşteri segmentasyonu gibi çeşitli alanlarda kullanılmaktadır.;0.4221715
HIT-TMG/KaLM-embedding-multilingual-mini-v1;C++'da bağlantılı bir liste nasıl oluşturulur?;"Apache Cassandra ve Apache HBase iki popüler açık kaynak veri mimarisidir. Her ikisi de benzer veri modellerine sahiptir, bu da verileri ölçeklenebilir ve yüksek düzeyde erişilebilir bir şekilde depolamalarına olanak tanır, ancak bazı önemli farklılıkları da vardır. Apache Cassandra, birçok düğümün aynı kümeye katılmasına izin veren, yöneticisiz bir ""halka"" mimarisi kullanan dağıtılmış bir NoSQL depolama sistemidir. Doğrusal ölçeklenebilirlik sunar; bu, bir kümenin gerektikçe hem boyut hem de verim açısından ölçeklenebileceği anlamına gelir. Ayrıca büyük sistemlerde oluşabilecek düğüm hatalarına toleranslı olduğu için iyi performans sağlar. Apache HBase, master-slave mimarisine dayalı dağıtılmış bir NoSQL depolama sistemidir. Web tarama ve veri madenciliği uygulamaları gibi toplu iş modunda işlenebilen büyük veri kümeleri için çok uygundur. Aynı zamanda çok boyutludur, yani bir kaydın birden fazla versiyonunu aynı anda saklayabilir.";0.44836128
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Yeni bir çevrimiçi kitapçıyı temsil edebilecek bir logo tasarlayın.;Pazarın doymak bilmez kalabalığı heyecandan bunaldı.;0.4767685
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bacakları 6 ve 8 olan bir dik üçgenin alanını bulun.;58 derece Fahrenheit sıcaklık, 14.44 santigrat dereceye eşittir.;0.5320732
HIT-TMG/KaLM-embedding-multilingual-mini-v1;"Verilen cümlenin iddiayı destekleyip desteklemediğini söyleyiniz. ""Destek"" veya ""Desteklemeyi Kaldır"" şeklinde yanıt verebilirsiniz.  Çalışma, daha yüksek sıcaklıklar ile artan hastane yatışları arasında bir ilişki olduğunu gösterdi. İddia: Daha yüksek sıcaklıklar daha yüksek hastane yatışlarına neden olur.";Elektromanyetik spektrumu oluşturan iki tür dalga, radyo dalgaları ve ışık dalgalarıdır. Radyo dalgaları düşük frekanslı, uzun dalga boylu ve en düşük enerjiye sahip dalgalardır. Işık dalgaları yüksek frekans, kısa dalga boyu ve en yüksek enerjiye sahiptir.;0.4055662
HIT-TMG/KaLM-embedding-multilingual-mini-v1;"İnsanlar hayvandır. ""Hayvanlar"" terimi bazen tüm hayvanları (insanlar dahil) ifade etmek için kullanılırken, bazen de insanlar dışındaki her hayvanı ifade etmek için kullanılır. İnsan olmayan hayvanlar anlamına gelen bir kelime var mı?";Kuzey Kore'nin geri adım atmaya istekli olmadığı agresif askeri ve nükleer emelleri var.;0.28441614
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Güneş enerjisinin nasıl çalıştığını basit terimlerle açıklayın;Bir filmdeki ses, farklı tonları iletebileceği ve benzersiz bir atmosfer yaratabileceği için inanılmaz derecede önemlidir. Ruh halindeki bir değişikliği belirtmek, izleyicilerinde duygu uyandırmak ve bir yer ve zaman duygusu vermek için kullanılabilir. Örneğin, korku filmleri gerilimi ve şüpheyi artırmak için keskin, ani notalar kullanabilir. Oysa romantik filmler, ekrandaki karakterler arasında duygusal bir bağ kurmak için daha ince araçlara güvenebilir. Ses, belirli anları vurgulamak ve genel bir film izleme deneyimini geliştirmek için de kullanılabilir.;0.39591572
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bir seyahat sitesi için minimalist bir logo tasarlayın;"Makine öğrenimi, makinelere insan müdahalesi olmadan öğrenme ve karar verme yeteneği vermeye odaklanan bir yapay zeka dalıdır. Verileri işlemek, kalıpları belirlemek ve tahminler veya kararlar almak için algoritmalar kullanarak çalışır. Algoritmalar, doğru çıktıyla etiketlenmiş veriler üzerinde eğitilerek, gelecekteki verileri doğru bir şekilde nasıl sınıflandıracaklarını öğrenmelerine olanak tanır. Makine eğitildikten sonra, manuel olarak programlanmadan yeni veriler hakkında kararlar alabilir. Örneğin, bir makine öğrenimi algoritması, ""kedi"" veya ""köpek"" olarak etiketlenmiş çok sayıda görüntü üzerinde eğitilebilir ve daha sonra yeni görüntülerde kedileri ve köpekleri doğru bir şekilde tanımlamak için kullanılabilir.";0.33640045
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Kişi için bir biyografi oluşturun.  Mary, New York'ta yaşayan 25 yaşında bir yazılım mühendisidir.;ABD ile Meksika arasında toplam 47 sınır kapısı bulunuyor.;0.35040808
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Orta Doğu'da beş ülke söyleyin;9508735610;0.20939152
HIT-TMG/KaLM-embedding-multilingual-mini-v1;En az bir sayı ve bir özel karakter içeren 8 uzunluğunda rastgele bir parola oluşturun.;Kar yağışı geceyi kaplıyor, Kışın gökyüzünde parlayan yıldızlar Huzurlu, durgun ve soğuk.;0.44155958
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Uygun bir kelime girerek cümleyi tamamlayınız.  ____ elbise giyiyordu.;1. Gelişmiş bilişsel beceriler 2. Daha iyi iş beklentileri 3. Artan kültürel anlayış;0.44333535
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Soruna olası çözümleri tanımlayın.  Mevcut ulaşım sistemi aşırı kalabalık ve verimsiz.;1. Düz bir yüzey ve orta yumuşaklıkta bir kalemle başlayın. 2. Ortaya iki eşmerkezli daire çizin ve halkalara ince tümsekler ve eğriler verin. 3. Büyük dairenin her iki ucuna da birer üçgen çizin. 4. Üçgenleri eğri çizgilerle birleştirin. 5. Dairenin etrafına dört ince nokta ekleyin ve kar tanesine doku ve ayrıntı eklemek için halkanın etrafında gevşek bir eğri çizgi oluşturun. 6. Son olarak üçgen noktalarına eğri bir çizgi ekleyin ve köşeleri yuvarlayın.;0.47657028
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Blog kurmak için yapılacaklar listesi oluşturabilir misiniz?;İyi. Senaryo, okuyucuları içine çekecek ve onları sonuna kadar bağlayacak bir hikaye ile ilginç bir önerme sunuyor. Karakterler ve hikâyeler, okuyucuların bağ kurabileceği ve keyif alabileceği ilgi çekici bir anlatı yaratacak şekilde derinliğe sahiptir. Klişe gibi görünse de, bir yolculuğa çıkma fikri, izleyicinin hikayeye bir miktar heyecan katan heyecan verici maceralar yaşamasını sağlar. İyi yapılandırılmış bir olay örgüsüyle, senaryonun bir hit olacağı kesin.;0.51986825
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bu programda kullanılan veri yapısını tanımlayın.  Program: Dize eşleştirme programı;Herkese günaydın ve bilgisayar programlama dünyasını öğrenmek için bugün bana katıldığınız için teşekkür ederim!;0.5317255
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Aşağıdaki cümlelerin her birini iki kategoriden birine göre sınıflandırın: görüş veya gerçek.  - Gökyüzü turuncu. - Ayılar sevimlidir.;İnsanların düzenli, üretken ve odaklanmış kalmasına yardımcı olan bir zaman yönetimi cihazı. Bu cihaz, kullanıcıların görevleri kolayca oluşturmasını ve izlemesini sağlayan geniş bir ekrana sahip olacak. Ayrıca, kullanıcıların üretken kalmalarını ve son teslim tarihlerini tamamlamalarını sağlamak için hatırlatıcılar ve bildirimler ayarlayabilecektir. Cihaz ayrıca, zaman yönetimi hakkında geri bildirim sağlamak ve iyileştirmeler önermek için yapay zeka özellikli bir asistana sahip olacak.;0.38684797
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Aşağıdaki öğeleri karbonhidrat veya protein olarak sınıflandırın: tofu ve ekmek.  tofu, ekmek;poodle : köpek (bir türdür);0.49300992
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Geçerli bir python ifadesi tanımlayın.;Girdi: El perro era muy pequeño.;0.4791061
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Asal sayılara örnekler veriniz;Sağlıklı bir iş-yaşam dengesine sahip olmak hem fiziksel hem de zihinsel sağlık için önemlidir. Çok fazla çalışmak strese, tükenmişliğe ve motivasyon eksikliğine yol açabilir. Ayrıca ilişkileri ve hobileri de etkileyebilir. Öte yandan, iş-yaşam dengesine sahip olmak, bir tatmin duygusu sağlar, moralin korunmasına yardımcı olur ve bireye ailesi ve arkadaşlarıyla daha fazla zaman geçirmesinin yanı sıra ödüllendirici hobilerle uğraşması için daha fazla zaman verir. Sağlıklı bir iş-yaşam dengesi için çabalamak, hem bireyin sağlığı ve genel refah duygusu hem de bir bütün olarak toplum için faydalıdır.;0.28163815
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Bir şahinin davranışını ve özelliklerini tanımlayın;Sahne bir çatı katındaki kafede geçiyor. İki ana karakter, Mark ve Annie, bütün gece birbirlerini süzdüler. Mark sonunda Annie ile konuşma cesaretini toplar ve kendini tanıtır. Vurdular, sohbet ettiler ve güldüler. Aniden, onlar uzaklaşırken, Annie takılıp Mark'ın kollarına düşüyor, yüzleri birbirinden sadece birkaç santim uzakta. Mark onun gözlerinin içine baktı ve ikisi de aralarındaki anı fark ederek kızardı.;0.4744455
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Satranç kurallarını açıklar.;Bu sayılardaki model, hepsinin ikinin kuvvetleri olmasıdır. İlk sayı iki üzeri üç (2^3 = 8), ikincisi iki üzeri dört (2^4 = 16), üçüncüsü iki üzeri beş (2^5 = 32) ) ve dördüncü, iki üzeri altıdır (2^6 = 64).;0.5221915
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Yapay Zekayı sağlık hizmetlerinde kullanmak için artıların ve eksilerin bir listesini oluşturun.;Spor ve fitness ekipmanları satan bir e-ticaret mağazası için web sitesi prototipi, ziyaretçileri siteye tanıtan bir ana sayfa, işletmenin hikayesini anlatan bir hakkında sayfası, mevcut ürünleri gösteren bir ürün sayfası, bir ödeme sayfası içermelidir. müşterilerin ürünleri güvenli bir şekilde satın almalarına, sık sorulan soruları ele alan bir SSS sayfasına, müşteri desteği için bir müşteri hizmetleri sayfasına ve müşterilerin siparişlerini yönetmelerine yönelik bir hesap sayfasına olanak tanır.;0.5023514
HIT-TMG/KaLM-embedding-multilingual-mini-v1;Belirli bir sonuca yol açan olayların bir zaman çizelgesini oluşturun.  E-ticaretin yükselişi;Arabamı bir gezintiye çıkararak harika bir hafta sonu geçirdim.;0.5621479
